,spotify_track_id,song_title,label,emotion,session_type,subject_id,id,song_author
216,21eimqDW4tvXXTfqGAvI16,Pensa,3,Fear,personal,10,8131355824,['Fabrizio Moro']
217,09VLSblRnWCvyJb8rNajRJ,I Bambini Fanno Ooh,1,Admiration,personal,10,5018959303,['Povia']
218,7CIoJE0JfVFcmmUY3fFojH,"Hungarian Rhapsody No. 2 in C-Sharp Minor, S. 244/2",0,Joy,personal,10,5905614682,"['Franz Liszt', 'Vladimir Horowitz']"
219,7aE5WXu5sFeNRh3Z05wwu4,Wish You Were Here - 2011 Remastered Version,2,Regret,personal,10,9044452233,['Pink Floyd']
220,0h9fnCSnbUgOEgibnQByFv,Everyday Life,1,Relief,other,10,4972329495,['Coldplay']
221,6tsfGbVHWirffWWUUmtalg,Empty Spaces - 2011 Remastered Version,3,Fear,other,10,7553120384,['Pink Floyd']
222,67WTwafOMgegV6ABnBQxcE,Some Nights,1,Relief,other,10,3909196796,['fun.']
223,6GLmGfALwjzCaOiHwgfU7g,Ti dedico il silenzio,1,Love,personal,25,3856029503,['Ultimo']
224,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,0,Pleasure,personal,25,1096683105,['Axwell /\\ Ingrosso']
225,6lOWoTqVnAWXchddtTH31W,Leave a Light On,2,Regret,personal,25,7314658857,['Tom Walker']
226,2Lh37O1OXaYRE4bvALnDvq,Gold And Oden,2,Sadness,personal,25,8024404809,"['Kohei Tanaka', 'Shirō Hamaguchi']"
227,4VVG3HBGaqSNZqIpmewIA6,Sciroppo (feat. DrefGold),3,Hate,personal,25,4215369788,"['Sfera Ebbasta', 'DrefGold']"
228,7klLXey9V4OrC6mwUXf8Fc,Davy Jones,2,Sadness,other,25,8157991642,['Hans Zimmer']
229,7gQAFGUyHPcY0cQNPsjMf0,Crying at the Discoteque - Radio Edit,0,Amusement,other,25,4762556975,['Alcazar']
230,56LYsQITV7nEggGBVuu846,Wing$,0,Pleasure,other,25,4172333126,['Macklemore & Ryan Lewis']
231,2YsfmsmRwWaFV7YLvTGFcm,Portami via,2,Regret,other,25,3455241290,['Fabrizio Moro']
232,56Km1EiKJMcV0Z70xRz9qi,Estate,0,Amusement,personal,4,4746645675,['Jovanotti']
233,31VOknKjFrEX47bZXzqcoF,Next To Me,1,Relief,personal,4,1471582564,['Imagine Dragons']
234,4L9io4XpkeysnBBbn6VH3r,"Marche slave (Slavonic March), Op. 31",3,Fear,personal,4,6144941167,"['Pyotr Ilyich Tchaikovsky', 'Russian National Orchestra', 'Mikhail Pletnev']"
235,6Tvzf3VEi16JMhAgOwdt2y,Birds,2,Sadness,personal,4,4575067398,['Imagine Dragons']
236,7oTQ4d0UJeH8LOyvpfd5uW,I’m So Sorry,3,Anger,personal,4,1841858497,['Imagine Dragons']
237,0pVfvpMSFsabyuydMihDi1,Ho amato tutto,1,Love,other,4,7081425536,['Tosca']
238,3spdoTYpuCpmq19tuD0bOe,My Way,1,Relief,other,4,5527955318,['Frank Sinatra']
239,0FB5ILDICqwK6xj7W1RP9u,Hall of Fame,0,Amusement,other,4,1424199427,['The Script']
240,4qFLzh0BSi0KpPYbTWHENQ,Partirò,3,Hate,other,4,3966019638,['Nesli']
241,1PAEeikWsmjY5pB3hbuF7G,Domani - Uniti per l'Abruzzo,0,Joy,other,4,5539348641,['Unided Group']
